avg_monthly_income,income_consistency,avg_monthly_txn_count,txn_consistency,utility_ontime_rate,platform_tenure_months,customer_rating,cancellation_rate,savings_rate,debt_to_income,is_good
20870,0.7690630712452028,10.0,0.7027907583312165,0.975609756097561,55,3.3,0.03,0.0301010501657913,0.1579779587925251,1
11761,0.5702824556546642,6.5,0.8398718461949128,0.7209302325581395,21,3.2,0.179,0.0,0.4799965987840653,0
1840,0.8255773502352194,6.833333333333333,0.8126549817593023,0.7380952380952381,41,4.0,0.134,0.0557821288252708,0.0424028268551236,1
21878,0.6979911270964394,11.0,0.7197993635014102,0.75,40,3.7,0.09,0.0,0.9819220660495944,1
8876,0.9001447524501147,11.583333333333334,0.7126802079465344,0.2926829268292683,59,4.0,0.0,0.0,0.8182074249338065,1
1946,0.8036196996257329,11.166666666666666,0.7219711043254156,0.7272727272727273,19,3.9,0.158,0.0,0.7538540596094553,0
12325,0.8063607338246379,92.91666666666669,0.885051247815787,0.7959183673469388,37,4.3,0.132,0.0895024427071949,0.1050709939148073,1
11752,0.6861152060326425,97.58333333333331,0.8463730206122673,0.5714285714285714,46,3.4,0.225,0.0356316262378175,0.2104412202697528,1
11752,0.785002547622165,10.416666666666666,0.6927541700852556,0.6511627906976745,9,3.6,0.219,0.009510365422672,0.5125085091899251,0
18211,0.7947313401897901,11.333333333333334,0.7394111007842743,0.2195121951219512,1,3.6,0.115,0.0,0.6150847038796299,1
10393,0.6789784894419293,9.5,0.6469366351316121,0.7446808510638298,23,4.4,0.113,0.0450366683462145,0.0,1
10405,0.6305739220866102,19.58333333333333,0.8061609876777809,0.6222222222222222,46,2.9,0.194,0.0,0.7250708827911,0
21455,0.6045072493141932,18.33333333333333,0.7251597007667097,0.5405405405405406,48,3.3,0.168,0.0,1.112913374816472,0
3068,0.843924600610806,10.333333333333334,0.6224290351380767,0.9761904761904762,33,3.4,0.038,0.0176435529312894,0.1789731051344743,1
13793,0.8095919402775347,6.083333333333333,0.8167248197224706,0.8536585365853658,47,4.0,0.135,0.0169525488495,0.0,1
12509,0.63752780035748,17.0,0.8171102146453173,0.6222222222222222,21,4.5,0.205,0.001484818831716,0.7125554622856458,0
32121,0.69604976905786,10.083333333333334,0.7240362337675372,0.6756756756756757,60,3.7,0.194,0.0841359189351581,0.0,1
1635,0.480392965840913,11.416666666666666,0.7840846794489191,0.9772727272727272,90,5.0,0.094,0.0,0.7180428134556575,1
4157,0.7477618751278139,10.0,0.6214061102799817,0.627906976744186,42,4.3,0.191,0.0,0.7144575414962714,0
22559,0.7928711519211298,10.416666666666666,0.6853446329712458,0.9782608695652174,12,4.0,0.093,0.0,0.4211179573562658,1
18022,0.7558479630750732,6.166666666666667,0.7537720654285325,0.7333333333333333,12,3.9,0.24,0.007753675545667,0.2070802352680057,1
9173,0.8286463051144534,7.0,0.7979694910895578,0.3636363636363636,30,4.5,0.079,0.0,0.4165712728263832,1
27629,0.7589576844433924,9.916666666666666,0.6852383058768396,0.5882352941176471,43,3.7,0.052,0.0,0.9122102177099732,1
14679,0.7363441117454532,90.58333333333331,0.8496795893240816,0.8636363636363636,50,3.9,0.169,0.0,0.6954152190203692,1
15699,0.7819160319211496,11.25,0.626164359083095,0.9047619047619048,44,4.3,0.133,0.0009989645545162,0.2894451875915663,1
22640,0.7916427771938976,6.333333333333333,0.8139192681088032,0.5,65,4.2,0.213,0.0563239230284149,0.1791961130742049,1
15078,0.8973664000704423,9.583333333333334,0.7358181298962903,1.0,1,3.6,0.119,0.0,0.4996186370419499,1
21627,0.7289970911540268,6.083333333333333,0.7277451107623042,0.7631578947368421,93,4.4,0.074,0.0,0.776870968487735,1
15717,0.774837910086243,6.25,0.7725503718769069,0.7441860465116279,101,3.8,0.112,0.0681346844803475,0.0,1
10093,0.8031040769698619,7.166666666666667,0.780605089952172,0.6923076923076923,1,3.9,0.145,0.0,0.4571485187753888,0
9849,0.7742380205053873,9.333333333333334,0.5796927751450064,0.7804878048780488,6,4.2,0.013,0.0,0.7870234045793776,0
23443,0.8503806049081489,99.08333333333331,0.8639406774930416,0.75,1,4.7,0.01,0.0,0.2935631105233972,1
20943,0.8982145823192433,9.833333333333334,0.7412824148733264,0.975609756097561,43,4.2,0.065,0.0037026874836683,0.3737853646890295,1
14446,0.6894647882115843,19.08333333333333,0.689648962249233,0.2549019607843137,14,4.2,0.031,0.0069208316083999,0.2480357204665813,1
5923,0.6429946414865362,18.916666666666668,0.7958778354501658,0.575,17,3.5,0.277,0.0,0.7316167159138878,0
5453,0.798254679101623,5.916666666666667,0.7877955046011358,0.6818181818181818,24,3.1,0.281,0.0,0.802934433745988,0
13041,0.7798368243566536,5.916666666666667,0.7993266641017605,0.5454545454545454,1,4.0,0.091,0.1047855331587989,0.0,1
17016,0.9311995253086924,95.66666666666669,0.8406518456128345,0.6888888888888889,4,4.4,0.255,0.0,0.5876406805559636,1
16159,0.7738088633554394,6.166666666666667,0.782101141937877,0.8444444444444444,62,5.0,0.0,0.0,0.8040969149364112,1
6338,0.7267904517367247,6.0,0.736476861652635,0.9534883720930232,46,3.6,0.13,0.0,0.7453455348690439,1
9155,0.6883636650952201,6.166666666666667,0.7204302585732811,0.951219512195122,41,3.8,0.193,0.0002527947868097,0.4736468403517396,1
11256,0.6257626420674895,16.75,0.7396245948630941,0.95,12,4.3,0.191,0.0,0.3705743858558038,1
5774,0.6485537938256407,6.916666666666667,0.8388061667438595,0.6590909090909091,65,4.5,0.026,0.0,0.3276757880152407,1
19747,0.6270759409653129,93.0,0.854275617560888,0.725,47,4.2,0.073,0.0086889277124826,0.1864587025877348,1
2368,0.5360960230637589,20.166666666666668,0.8028618108780734,0.5365853658536586,50,4.8,0.109,0.0606697306145006,0.0,1
12523,0.6179133713643629,102.25,0.8827000286367332,0.65,67,3.9,0.184,0.0,0.7203034537831903,1
20414,0.883492153410774,97.83333333333331,0.8803729481154292,0.6216216216216216,66,4.3,0.121,0.0,0.5368996007544027,1
9823,0.6990609624258715,18.5,0.774414702242362,0.925,25,3.9,0.082,0.0,1.0940188343089845,1
21204,0.692611226252366,17.0,0.7785962786149762,0.9285714285714286,40,3.8,0.098,0.0,0.7810974603249463,1
6830,0.7031441238066629,15.5,0.741264313644818,0.7209302325581395,41,4.2,0.078,0.0,0.381433487078117,1
36032,0.9273017585370686,6.0,0.7546733092686709,0.6756756756756757,23,3.5,0.109,0.0,0.615239443264921,1
16921,0.8207177550287845,8.75,0.6865812824399175,0.9166666666666666,34,3.3,0.0,0.1038656912765243,0.0082146445245552,1
16305,0.826986245204778,7.416666666666667,0.8399122825980336,0.7333333333333333,30,4.3,0.129,0.0,0.9505964610996964,1
17257,0.5833565524646953,18.166666666666668,0.7905924365043426,0.782608695652174,14,3.9,0.198,0.0,0.5695824761684003,0
16734,0.7195856126161662,17.833333333333332,0.7854534526495515,0.8809523809523809,15,3.7,0.033,0.0638962335520482,0.045537395045866,1
16837,0.739595976480649,17.75,0.7386447763433468,0.75,66,3.6,0.134,0.0440485590317835,0.3651590294895019,1
16047,0.8596167240912949,11.5,0.7477261567314608,0.5581395348837209,59,4.0,0.15,0.0,0.3530988065933381,1
11835,0.8610535803060995,10.416666666666666,0.7386802724630228,0.8297872340425532,8,3.4,0.135,0.0,0.6230089991127635,1
15690,0.7723930334734253,11.25,0.7508863448770335,0.6666666666666666,9,3.8,0.037,0.0006251957243684,0.1457025399152299,1
22064,0.5918056730735551,16.416666666666668,0.7259353302194297,0.3953488372093023,70,4.5,0.246,0.124687116875196,0.0,1
22214,0.8259291180545302,107.58333333333331,0.9146013039868912,0.1351351351351351,1,4.4,0.113,0.0,0.6495903484289187,1
9110,0.7181600228450091,12.583333333333334,0.8854859836702611,0.9285714285714286,33,3.6,0.129,0.0,0.7482298699160217,1
14766,0.8279366343327255,6.916666666666667,0.7755670360217211,0.3636363636363636,76,4.1,0.098,0.010868098649131,0.2727303511564119,1
9246,0.7426339479803805,91.66666666666669,0.8879197454005641,0.55,13,3.6,0.126,0.0052484345684651,0.2482288680979936,1
14864,0.9265337267130008,97.0,0.8807357138207679,0.5897435897435898,1,4.0,0.086,0.0,0.3894775793050089,1
16044,0.8001669128674203,100.91666666666669,0.8529421491639938,0.5714285714285714,1,3.8,0.067,0.0,0.6873188518714745,1
8276,0.7090800436154834,5.833333333333333,0.6962815482075815,0.7142857142857143,68,3.0,0.286,0.0,0.5112373127114548,0
15858,0.8336343902243284,6.416666666666667,0.7418882218915352,0.5952380952380952,9,3.5,0.113,0.0,1.5306469920544836,0
16096,0.7072144419533251,97.83333333333331,0.8624948042131375,0.9523809523809524,12,3.5,0.131,0.0875572746248122,0.1160536779324055,1
8491,0.7029939843110808,10.416666666666666,0.6877949391825943,0.6,11,4.2,0.062,0.0,0.5673399681997526,0
25154,0.6111797277182238,16.75,0.7465614800606959,0.6744186046511628,39,3.7,0.053,0.0638780218563252,0.28226688134852,1
18715,0.8152981850920256,10.5,0.6621619578763054,0.725,37,4.2,0.091,0.0426478036291988,0.0,1
16832,0.8471515361085655,6.166666666666667,0.8703829318023589,0.8536585365853658,1,2.6,0.0,0.0653137736156876,0.0970175855513308,1
15098,0.6317714127905042,18.33333333333333,0.7714580892731538,0.7837837837837838,41,3.5,0.166,0.0,0.7372743831760226,1
22502,0.5629835242119858,18.166666666666668,0.7258430679360746,0.7272727272727273,33,4.4,0.131,0.0,0.5608514987889697,0
11912,0.8456081546817493,10.75,0.6774783866245779,0.6216216216216216,49,3.3,0.08,0.0,0.9556749496306246,0
2016,0.7086952120134941,16.75,0.7610386077905905,0.8421052631578947,1,3.5,0.116,0.0,0.6438492063492064,0
4306,0.6945841374093065,17.833333333333332,0.7747295178842253,0.9210526315789472,50,4.7,0.099,0.0,0.4954128440366973,1
16610,0.6780989982143564,10.583333333333334,0.6351517216313987,0.5952380952380952,61,4.3,0.333,0.025858891468187,0.4574352799518362,1
4472,0.8346137739457276,105.33333333333331,0.8935513405597838,0.3902439024390244,48,4.5,0.091,0.0,0.448345259391771,1
11354,0.7850521198514193,9.5,0.6469366351316121,0.9782608695652174,1,3.9,0.227,0.0006962190264017,0.403734366742998,1
21734,0.9217017924308022,6.833333333333333,0.747705355297839,0.5,58,3.9,0.08,0.0,0.2719304299813652,1
1836,0.5789194880583124,17.916666666666668,0.7682339069153303,0.75,43,4.4,0.115,0.0,0.5588235294117647,1
6201,0.7668610906848953,100.5,0.8584929089221105,0.6756756756756757,13,4.1,0.064,0.0,0.8329973389242803,1
13750,0.7083039318913531,19.416666666666668,0.8247686209219434,0.4,5,4.0,0.27,0.0,0.8299938179570167,0
5744,0.8237188512051958,102.41666666666669,0.891165791054069,0.5319148936170213,21,3.5,0.192,0.0975216387130761,0.0203708540088796,1
15265,0.8841711218740527,93.5,0.8694851158075902,0.8205128205128205,38,3.3,0.085,0.1348001388039454,0.0,1
11149,0.4317818472673641,18.08333333333333,0.785281147332318,0.6744186046511628,27,3.9,0.115,0.0796277378567237,0.0,0
20986,0.6118778632577779,7.166666666666667,0.7959310607583228,0.5116279069767442,1,3.8,0.169,0.0,0.8534940792451932,0
16654,0.874502406577931,5.583333333333333,0.7419161721523794,0.5853658536585366,40,4.0,0.155,0.1032316229958809,0.0,1
5649,0.7645238906627694,6.583333333333333,0.7725037879036528,1.0,31,4.2,0.135,0.0,0.9025404974772064,1
3549,0.7838585972151646,8.416666666666666,0.6914765059231112,1.0,21,4.3,0.0,0.0,0.6329434972523601,1
10115,0.8799110504793531,95.75,0.8973056896120254,0.9473684210526316,17,4.2,0.042,0.1138894733283246,0.0,1
16635,0.7292929941963062,6.166666666666667,0.8032402732626887,0.9069767441860463,65,4.1,0.09,0.0,0.6648832246235234,1
17646,0.8761344809597142,6.75,0.7982699427361952,0.7111111111111111,57,4.2,0.186,0.0,0.5430125807548453,1
3340,0.7396128109493498,103.91666666666669,0.8931693130155554,0.3555555555555555,31,3.9,0.17,0.0003085818229065,0.1476268902530318,1
16459,0.564810982599565,18.5,0.7924014662738215,0.5945945945945946,45,5.0,0.188,0.0,1.0326872835530714,0
6667,0.8652330839444976,91.5,0.8845540846813055,0.7317073170731707,31,4.0,0.0,0.0,0.5432728363581821,1
13990,0.5640746048079088,16.583333333333332,0.7400984815882261,0.8536585365853658,45,4.3,0.159,0.0,1.1508220157255182,0
12130,0.6050600001235513,6.0,0.7546733092686709,0.4888888888888889,54,2.8,0.173,0.061667389530148,0.2549157013891751,0
10889,0.5382626957226446,16.75,0.7084135669235303,1.0,12,3.9,0.14,0.126606416666637,0.0157039213885572,1
22420,0.6945490019996111,106.75,0.8758929500735,0.5,20,4.4,0.248,0.0021088213207063,0.4428287874395057,1
18313,0.6517105308874166,18.916666666666668,0.7516184077707411,0.5806451612903226,18,3.5,0.093,0.0,0.4744170807623,1
